kind,etag,id,videoId,kind,etag,id,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,canReply,totalReplyCount,isPublic,replies
youtube#commentThread,OiT0pYyfnG4l9EyoUNJJiI9scfc,Ugy99JVp2bm97DNxPvp4AaABAg,-ik4xH7MiYE,youtube#comment,evDJ-mn66K_PsZqoMOWVSU_066M,Ugy99JVp2bm97DNxPvp4AaABAg,-ik4xH7MiYE,"DEAR EVERYONE AT SAMSUNG, <br><br>HAPPY NEW YEAR.  <br><br>GOD BLESS YOU MY FRIENDS. I AM VERY PROUD OF YOU AND VERY HAPPY FOR YOU. I HOPE ALL OF YOUR DREAMS COME TRUE.  I HOPE YOU HAD THE BEST AND HAPPIEST CHRISTMAS OF YOUR ENTIRE LIFE. I LOVE YOU.  I LOVE MR. DJ KOH.   I LOVE MR. ESPARZA AND ALL OF MY BEAUTIFUL FRIENDS.  ( I WOULD ABSOLUTELY CRY TO CELEBRATE CHRISTMAS, BLESSINGS AND LIFE TODAY)  🎅🎁🌲🙏<br><br>SINCERELY PETER","DEAR EVERYONE AT SAMSUNG, 

HAPPY NEW YEAR.  

GOD BLESS YOU MY FRIENDS. I AM VERY PROUD OF YOU AND VERY HAPPY FOR YOU. I HOPE ALL OF YOUR DREAMS COME TRUE.  I HOPE YOU HAD THE BEST AND HAPPIEST CHRISTMAS OF YOUR ENTIRE LIFE. I LOVE YOU.  I LOVE MR. DJ KOH.   I LOVE MR. ESPARZA AND ALL OF MY BEAUTIFUL FRIENDS.  ( I WOULD ABSOLUTELY CRY TO CELEBRATE CHRISTMAS, BLESSINGS AND LIFE TODAY)  🎅🎁🌲🙏

SINCERELY PETER",Peter Sampson,https://yt3.ggpht.com/8S53VcF913MEYK4WKWRsEGutL2N1SPPWKIfBc0cRNwk9HLRS4HkDiuSTfTGaJrGNHTRYCdee=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCouOq_qFtuWRXtbphL8VvQ,UCCouOq_qFtuWRXtbphL8VvQ,True,none,2,2023-01-23T13:31:53Z,2023-01-23T13:31:53Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'QmE8Sqj0IWEqv0gcZzVuK88gWvs', 'id': 'Ugy99JVp2bm97DNxPvp4AaABAg.9lE6bGwRgrV9lEcNEgyTHK', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'Ugy99JVp2bm97DNxPvp4AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:18:12Z', 'updatedAt': '2023-01-23T18:18:12Z'}}]"
youtube#commentThread,SedQBCZFnPr_ZHQxqmcZJUMX07g,UgyMHzzZoWDiU90pXSF4AaABAg,-ik4xH7MiYE,youtube#comment,P1CW2bCgc3l-XjB7b8v6_BvGY_I,UgyMHzzZoWDiU90pXSF4AaABAg,-ik4xH7MiYE,Why the Camera of Samsung A52 is worst ???<br>A series must have good cameras but worst why??,"Why the Camera of Samsung A52 is worst ???
A series must have good cameras but worst why??",Top Raj K.C,https://yt3.ggpht.com/kCz92m1fZGSmSTSfDQZc0-y_zdpiyepsP_kMTa0oZ0yMPaoEA2XEcNN-o4cw-PPMifWPgpOJxQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCHIU77qUQcGBYKgrSGiJYbw,UCHIU77qUQcGBYKgrSGiJYbw,True,none,2,2023-01-23T12:33:18Z,2023-01-23T12:33:18Z,True,2,True,"[{'kind': 'youtube#comment', 'etag': 'AMEuXgJxji-_Q9hgC8GQCdXMQ7Q', 'id': 'UgyMHzzZoWDiU90pXSF4AaABAg.9lE-uAdJCTd9lEcOE9T_iC', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'UgyMHzzZoWDiU90pXSF4AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:18:20Z', 'updatedAt': '2023-01-23T18:18:20Z'}}, {'kind': 'youtube#comment', 'etag': 'lxfzHyqmhciQqlccQzmIqynOf_0', 'id': 'UgyMHzzZoWDiU90pXSF4AaABAg.9lE-uAdJCTd9lE2mBcLsy-', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': 'Just buy flagship phones of androids  don&#39;t settle with entry and midrange phones if you want the best.', 'textOriginal': ""Just buy flagship phones of androids  don't settle with entry and midrange phones if you want the best."", 'parentId': 'UgyMHzzZoWDiU90pXSF4AaABAg', 'authorDisplayName': 'Reziee', 'authorProfileImageUrl': 'https://yt3.ggpht.com/0YVt-0qhVK7i1-UajdxmMHpr1N-L0JQhlRX0FM3CN1rdMgpy_urRR-ucRZ9555kdSJgY_9UKLQ=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCaeyOU5pUigMR8T-OQazAdw', 'authorChannelId': {'value': 'UCaeyOU5pUigMR8T-OQazAdw'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 2, 'publishedAt': '2023-01-23T12:58:26Z', 'updatedAt': '2023-01-23T12:58:26Z'}}]"
youtube#commentThread,k-wsitUkc4KZdQTa7pioLBANvKU,Ugx9Job0_UJgRpvIzpZ4AaABAg,-ik4xH7MiYE,youtube#comment,b51eyD3MkgdSLz7lYIzkTz5yyH8,Ugx9Job0_UJgRpvIzpZ4AaABAg,-ik4xH7MiYE,My live samsung,My live samsung,Lộc Nguyễn,https://yt3.ggpht.com/ytc/AL5GRJWYJkeGxxqizDjFaNcOF2GEsfvlr2_muttabFtL3VAfOLSLSMpGUeSZsZYSNrAw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCGt8jngqAIQUZ00FfitpGYA,UCGt8jngqAIQUZ00FfitpGYA,True,none,0,2023-01-23T12:08:34Z,2023-01-23T12:08:34Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'LMHtAGdjhbAQq-FAqzJAxtP2Pt4', 'id': 'Ugx9Job0_UJgRpvIzpZ4AaABAg.9lDy3zQJEpN9lEcQi6W3iN', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'Ugx9Job0_UJgRpvIzpZ4AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:18:40Z', 'updatedAt': '2023-01-23T18:18:40Z'}}]"
youtube#commentThread,kPNy7D7fB55QCF_9LYyXovgKBEc,UgwNy-DcJiN3MT4jLqh4AaABAg,-ik4xH7MiYE,youtube#comment,o8lUWZWGyQTKTqBAE2Ss9xcxCqA,UgwNy-DcJiN3MT4jLqh4AaABAg,-ik4xH7MiYE,🔥🔥🔥,🔥🔥🔥,Knexi Vibez,https://yt3.ggpht.com/Dn5BIJ4D8ouZFl8NLJonVFsMPLNzEHRozF94PAxZ-0pKX-ELivc7yeSfT-x44lTz4UnEfurIDw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCEE83PITjTOBx3yldKC5qYw,UCEE83PITjTOBx3yldKC5qYw,True,none,1,2023-01-23T12:06:03Z,2023-01-23T12:06:03Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'ZC_bibqGZ-88xbpPg9FHHbMDuII', 'id': 'UgwNy-DcJiN3MT4jLqh4AaABAg.9lDxmY78ORS9lEcR_iWqW4', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'UgwNy-DcJiN3MT4jLqh4AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:18:47Z', 'updatedAt': '2023-01-23T18:18:47Z'}}]"
youtube#commentThread,kVdZ34E9diu8wsTu2WWaV8ah10k,Ugx80LgCd4y4XGUW5hF4AaABAg,-ik4xH7MiYE,youtube#comment,m3sErZxQNaTdGUyJCpT8uIOeS4E,Ugx80LgCd4y4XGUW5hF4AaABAg,-ik4xH7MiYE,🔥🔥🔥,🔥🔥🔥,Travis 04,https://yt3.ggpht.com/ytc/AL5GRJW8BC97CXUyP6eXj-gP4ql3l97ohJkcKK_D-JkeFg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCqWNLkcq1wk5-3AwBhzjgzg,UCqWNLkcq1wk5-3AwBhzjgzg,True,none,0,2023-01-23T12:00:40Z,2023-01-23T12:00:40Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'Ycu9srLZSgAgImiAhL2ss3pex1M', 'id': 'Ugx80LgCd4y4XGUW5hF4AaABAg.9lDxA88pRi59lEcSNYMHVN', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'Ugx80LgCd4y4XGUW5hF4AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:18:54Z', 'updatedAt': '2023-01-23T18:18:54Z'}}]"
youtube#commentThread,1ZPrqTM0-fZmeEjgOPCr1na-p-c,UgwG2pQn6yCBUO22A994AaABAg,-ik4xH7MiYE,youtube#comment,B8cxa0rfGJmvB1nr7eIoHEk5vV0,UgwG2pQn6yCBUO22A994AaABAg,-ik4xH7MiYE,foldables are ultimately gonna fail imo,foldables are ultimately gonna fail imo,Sḑeéý Öķţąŗ,https://yt3.ggpht.com/ytc/AL5GRJWoOaz74scH5_yqOb2f_TQWc0mXD-LphQ1ebki0ug=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCcy6xaqq0HftGGgVHXv2rPA,UCcy6xaqq0HftGGgVHXv2rPA,True,none,4,2023-01-23T11:59:22Z,2023-01-23T12:59:15Z,True,3,True,"[{'kind': 'youtube#comment', 'etag': 'yZ7fjLUpkRuzeYEfLEF4Lt4wPNc', 'id': 'UgwG2pQn6yCBUO22A994AaABAg.9lDx0dohVEN9lEcT5IwSxq', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'UgwG2pQn6yCBUO22A994AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:19:00Z', 'updatedAt': '2023-01-23T18:19:00Z'}}, {'kind': 'youtube#comment', 'etag': 'GTigkSZ7FJ2nRDt7_uOsNSJ-aFs', 'id': 'UgwG2pQn6yCBUO22A994AaABAg.9lDx0dohVEN9lE3Bkvvqtw', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': 'I don&#39;t think so.', 'textOriginal': ""I don't think so."", 'parentId': 'UgwG2pQn6yCBUO22A994AaABAg', 'authorDisplayName': 'We the People GH', 'authorProfileImageUrl': 'https://yt3.ggpht.com/kVSeCNe2-TOo-uqCq-qpmrw03f5J-eUh8iZk6xGwFbvI6uT9gVyBfLPPWwM_FlGIoJmOnadoYA=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCQu4mkPTGQithru_kem-S3A', 'authorChannelId': {'value': 'UCQu4mkPTGQithru_kem-S3A'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 1, 'publishedAt': '2023-01-23T13:02:03Z', 'updatedAt': '2023-01-23T13:02:03Z'}}, {'kind': 'youtube#comment', 'etag': 'WcBtjr1_Zapx_1G0KtAOKaDr3JE', 'id': 'UgwG2pQn6yCBUO22A994AaABAg.9lDx0dohVEN9lE2bKeW3Ti', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': 'You wish', 'textOriginal': 'You wish', 'parentId': 'UgwG2pQn6yCBUO22A994AaABAg', 'authorDisplayName': 'Danigurl', 'authorProfileImageUrl': 'https://yt3.ggpht.com/95yHpMItNlNMzaJfeFgKynXx8xuXZxZEedSjA7cEUwySW-ufYgYncaWq7lzuncSAccq6yDlP=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCVJUygxYFcsDItPQDZw6XgQ', 'authorChannelId': {'value': 'UCVJUygxYFcsDItPQDZw6XgQ'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 1, 'publishedAt': '2023-01-23T12:56:57Z', 'updatedAt': '2023-01-23T12:56:57Z'}}]"
youtube#commentThread,Q85KEXhtmmJ4Bg6ygqVvI1Tg3OY,UgzAubm2KTiNnCUIgD94AaABAg,-ik4xH7MiYE,youtube#comment,5iOO_AJk8c7ETrimT1ZxVi-xFXM,UgzAubm2KTiNnCUIgD94AaABAg,-ik4xH7MiYE,Where from the Z the flip is just okay,Where from the Z the flip is just okay,Ogidi Brown,https://yt3.ggpht.com/nGm_e09SCnL1m3eFJUkV6yOX4scQIuk04RymIZxat9Km86RyVqKgV0vynUPyDyRwUowr8ECOLA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCiyeCuuzhAOUJbqBByEME4g,UCiyeCuuzhAOUJbqBByEME4g,True,none,0,2023-01-23T11:57:34Z,2023-01-23T11:57:34Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'KdNCTezObBs5B8-V7t17437c2D4', 'id': 'UgzAubm2KTiNnCUIgD94AaABAg.9lDwoOklb7j9lEcTzS4U2I', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'UgzAubm2KTiNnCUIgD94AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:19:07Z', 'updatedAt': '2023-01-23T18:19:07Z'}}]"
youtube#commentThread,eK8bkZyO6zEcBYCz1WN1n4Iamlw,UgyeLRQ_OO1p5w2TqQ54AaABAg,-ik4xH7MiYE,youtube#comment,cw9y9_TS452sWEJnpR4btWVbi_8,UgyeLRQ_OO1p5w2TqQ54AaABAg,-ik4xH7MiYE,ما أجمل سامسونج نتمنا لكم المزيد من التقدم❤️‍🔥❤️‍🔥❤️‍🔥,ما أجمل سامسونج نتمنا لكم المزيد من التقدم❤️‍🔥❤️‍🔥❤️‍🔥,Salman ALWA,https://yt3.ggpht.com/wCycmse0MUtgHd2zk9q3AWf7Tlwn51uAtXB-TJ2OaophLxM1ZA79mAZB3WDyk6WOLWzDPgEgwfY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCBVksUC9DPHxNXXMopis4tA,UCBVksUC9DPHxNXXMopis4tA,True,none,2,2023-01-23T11:49:51Z,2023-01-23T11:49:51Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'OmPpfys3H7AAQbXZKZ1xP3BtHsM', 'id': 'UgyeLRQ_OO1p5w2TqQ54AaABAg.9lDvvuBGtON9lEcUqTCZhQ', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'UgyeLRQ_OO1p5w2TqQ54AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 1, 'publishedAt': '2023-01-23T18:19:14Z', 'updatedAt': '2023-01-23T18:19:14Z'}}]"
youtube#commentThread,GFvMLQWwmmGuDKVtm2612UsHTAQ,UgyoEPqPhTBWoKWtKPp4AaABAg,-ik4xH7MiYE,youtube#comment,xqgbkmWHLBEytX3sgnTPdYIMGWU,UgyoEPqPhTBWoKWtKPp4AaABAg,-ik4xH7MiYE,GOOD LIGHT GOOD SHOT 😎💥💥💥💥💥💥💥,GOOD LIGHT GOOD SHOT 😎💥💥💥💥💥💥💥,WITFITMAN,https://yt3.ggpht.com/ytc/AL5GRJUcGUEAiGJWUn_XaW4gh5omruau3ofn6JIG0AJlIQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCgrLNlL0GeiPWUeQgyWCAPg,UCgrLNlL0GeiPWUeQgyWCAPg,True,none,1,2023-01-23T11:31:15Z,2023-01-23T11:31:15Z,True,2,True,"[{'kind': 'youtube#comment', 'etag': 'kmSo5kcxMSeBSNLyyhFQlONjErQ', 'id': 'UgyoEPqPhTBWoKWtKPp4AaABAg.9lDtndz_AJk9lEcVwfBLyB', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'UgyoEPqPhTBWoKWtKPp4AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:19:23Z', 'updatedAt': '2023-01-23T18:19:23Z'}}, {'kind': 'youtube#comment', 'etag': 'Anmtw1RyzH6KmJROplwBN2c4OpA', 'id': 'UgyoEPqPhTBWoKWtKPp4AaABAg.9lDtndz_AJk9lDwVQZD-1p', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': 'No bro it&#39;s is very bad light but still good👍👍', 'textOriginal': ""No bro it's is very bad light but still good👍👍"", 'parentId': 'UgyoEPqPhTBWoKWtKPp4AaABAg', 'authorDisplayName': 'Unknown 402', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AL5GRJW2mlAuaEq3oMID_bG2by-RK251JsGPOAkVL565Dl0YIiFziRgfmHBDOzVTNUHU=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UClyb9Fa55dYAiMMq-61l7Zw', 'authorChannelId': {'value': 'UClyb9Fa55dYAiMMq-61l7Zw'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T11:54:50Z', 'updatedAt': '2023-01-23T11:54:50Z'}}]"
youtube#commentThread,0DLPe7UHqgIlIJuuyUMBuneQaG8,UgzKffYPQ-eYSaPUS794AaABAg,-ik4xH7MiYE,youtube#comment,UoYxJQBTUjNER6xmd5YP2d2dN7I,UgzKffYPQ-eYSaPUS794AaABAg,-ik4xH7MiYE,waiting for s23u 🤗,waiting for s23u 🤗,Satria Naliqa,https://yt3.ggpht.com/L2NMLHmlPNGfnIvlGiEA0G2OkI8qpXELydH4EPGDD-FzDQtAG0w04IqAWhSN_KXK7zVQpj9q7Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCkV1HdtMAZUPtqvNFdLoJtQ,UCkV1HdtMAZUPtqvNFdLoJtQ,True,none,6,2023-01-23T11:30:04Z,2023-01-23T11:30:04Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'yuYIVS4ld2drzJgKtjcgQuJC79c', 'id': 'UgzKffYPQ-eYSaPUS794AaABAg.9lDteyCn_Qq9lEcWoqHWxR', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'UgzKffYPQ-eYSaPUS794AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:19:30Z', 'updatedAt': '2023-01-23T18:19:30Z'}}]"
youtube#commentThread,g80HySGH_cxEuZcwCLtrLKIKgag,UgyycR9mEsz_NBpL5jx4AaABAg,-ik4xH7MiYE,youtube#comment,NILTVPJrWjvNykxH2A0D8fLWQG4,UgyycR9mEsz_NBpL5jx4AaABAg,-ik4xH7MiYE,Much love Samsung ❤,Much love Samsung ❤,김제이든🇰🇷,https://yt3.ggpht.com/7kiaVhRluN2qBXrv09EOYxRR8SoI16beCUXAm_O5yncqcZebf5jWS_FWxP_ct2yl14w1CUBQoA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCWBgism_fFLIuN52ggvePgA,UCWBgism_fFLIuN52ggvePgA,True,none,8,2023-01-23T11:29:38Z,2023-01-23T11:29:38Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'NVC0TwuE2QDzxuevjZ4UczFrXNM', 'id': 'UgyycR9mEsz_NBpL5jx4AaABAg.9lDtbpTUyCs9lEcXigqtPJ', 'snippet': {'videoId': '-ik4xH7MiYE', 'textDisplay': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'textOriginal': '👆🎉 THANKS FOR WATCHING AND COMMENTING, TELEGRAM ME TO CLAIM YOUR PRIZE 🎁', 'parentId': 'UgyycR9mEsz_NBpL5jx4AaABAg', 'authorDisplayName': 'msg 👉Samsung003', 'authorProfileImageUrl': 'https://yt3.ggpht.com/uyxrJTbIdsvEaS5JFbwfPXF7xhG6AJvKl4Xh0GxpJUFc_FbNS-l6Ne7YLq1h4XM0e_M_sFvlIg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCXEDKbPxMOBqMhqJ1pLl8xA', 'authorChannelId': {'value': 'UCXEDKbPxMOBqMhqJ1pLl8xA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-01-23T18:19:38Z', 'updatedAt': '2023-01-23T18:19:38Z'}}]"
